date_hour,sentiment_index
2024-01-08 10,0.5747629982165884
2024-01-08 11,0.6306470538751701
2024-01-08 12,0.6314112660089255
2024-01-08 13,0.618383006113475
2024-01-08 14,0.6051453530159313
2024-01-08 15,0.610970777963866
2024-01-08 16,0.6156918889724983
2024-01-08 17,0.605040383004864
2024-01-08 18,0.6298036717625798
2024-01-08 19,0.6234496674663151
2024-01-08 20,0.6066800423856393
2024-01-08 21,0.6651149680000153
2024-01-08 22,0.6668668951219726
2024-01-08 23,0.571090736429974
2024-01-09 00,0.6390586062241015
2024-01-09 01,0.5481630646263687
2024-01-09 02,0.5803079772160215
2024-01-09 03,0.551399320333201
2024-01-09 04,0.7280590420861409
2024-01-09 05,0.5988374138651603
2024-01-09 06,0.6935874244007451
2024-01-09 07,0.6999083581601402
2024-01-09 08,0.6465766705635496
2024-01-09 09,0.6795001069716171
2024-01-09 10,0.625391381711946
2024-01-09 11,0.2744937545158422
2024-01-09 12,0.6191885894882945
2024-01-09 13,0.5449549692227202
2024-01-09 14,0.6070284090320208
2024-01-09 15,0.5538491721699434
2024-01-09 16,0.5881659568659737
2024-01-09 17,0.6362094156673747
2024-01-09 18,0.6265679346460429
2024-01-09 19,0.6154702253070333
2024-01-09 20,0.5932181194406425
2024-01-09 21,0.574961983781323
2024-01-09 22,0.4909903523838171
2024-01-09 23,0.5846063327143579
2024-01-10 00,0.6902359316268554
2024-01-10 01,0.6938272610001307
2024-01-10 02,0.706621264137368
2024-01-10 03,0.6974119542127044
2024-01-10 04,0.6449369220794402
2024-01-10 05,0.7010025940216074
2024-01-10 06,0.5810436870709552
2024-01-10 07,0.7121105974413805
2024-01-10 08,0.6590153779134286
2024-01-10 09,0.6602471664724942
2024-01-10 10,0.5509937228414281
2024-01-10 11,0.664970667096281
2024-01-10 12,0.265117587762431
2024-01-10 13,0.6497857314177996
2024-01-10 14,0.5899118417273821
2024-01-10 15,0.6014766833703612
2024-01-10 16,0.6503059707349249
2024-01-10 17,0.631236105925095
2024-01-10 18,0.6056316216451485
2024-01-10 19,0.6142663652995202
2024-01-10 20,0.6232801450225877
2024-01-10 21,0.6690961155375006
2024-01-10 22,0.6100657538748385
2024-01-10 23,0.6205690341441905
2024-01-11 00,0.6131981953133928
2024-01-11 01,0.7430678958420989
2024-01-11 02,0.5709200959997914
2024-01-11 03,0.8187314815513427
2024-01-11 04,0.8155768333008103
2024-01-11 05,0.8810402801096698
2024-01-11 06,0.6907968806735693
2024-01-11 07,0.7044638819404043
2024-01-11 08,0.6845947419159744
2024-01-11 09,0.6372312317384328
2024-01-11 10,0.6537291738113643
2024-01-11 11,0.7244810492579379
2024-01-11 12,0.7536328605814859
2024-01-11 13,0.7565109775921056
2024-01-11 14,0.6719556280768249
2024-01-11 15,0.6997928044658404
2024-01-11 16,0.7286702087025918
2024-01-11 17,0.6362398737109718
2024-01-11 18,0.6880944760375729
2024-01-11 19,0.6060836538707556
2024-01-11 20,0.6902088146811456
2024-01-11 21,0.6945589331421832
2024-01-11 22,0.694731249513679
2024-01-11 23,0.6868477026776847
2024-01-12 00,0.6815651197861958
2024-01-12 01,0.630873280355158
2024-01-12 02,0.7680925707171998
2024-01-12 03,0.7745196867348447
2024-01-12 04,0.7811660128632507
2024-01-12 05,0.6110029079248351
2024-01-12 06,0.671618142764837
2024-01-12 07,0.6974152033326898
2024-01-12 08,0.7489922164867449
2024-01-12 09,0.676678651518824
2024-01-12 10,0.7059065518570647
2024-01-12 11,0.6457099785347101
2024-01-12 12,0.6438888547369612
2024-01-12 13,0.7188803241989332
2024-01-12 14,0.6194142802356631
2024-01-12 15,0.6519792168334465
2024-01-12 16,0.8492535029256064
2024-01-12 17,0.67369521971193
2024-01-12 18,0.6758430051277357
2024-01-12 19,0.6846852553742748
2024-01-12 20,0.6725705221440199
2024-01-12 21,0.6498875182931493
2024-01-12 22,0.6960155417663121
2024-01-12 23,0.5969893847672452
2024-01-13 00,0.607198949076957
2024-01-13 01,0.6979909369147725
2024-01-13 02,0.5075001427322451
2024-01-13 03,0.6999682361008354
2024-01-13 04,0.7000428543372365
2024-01-13 05,0.6856873153887271
2024-01-13 06,0.7640618612459339
2024-01-13 07,0.6487651856330194
2024-01-13 08,0.7646149536039097
2024-01-13 09,0.690974295676567
2024-01-13 10,0.7234249096526357
2024-01-13 11,0.6889044137884346
2024-01-13 12,0.7175394599424229
2024-01-13 13,0.6864631587841731
2024-01-13 14,0.7568062867212682
2024-01-13 15,0.7263797705753601
2024-01-13 16,0.6827440833966201
2024-01-13 17,0.7038632457350547
2024-01-13 18,0.7287475010964507
2024-01-13 19,0.6754571621201437
2024-01-13 21,0.6411566196864616
2024-01-13 22,0.6523887401759972
2024-01-13 23,0.6258859699808114
2024-01-14 00,0.5907465760003524
2024-01-14 01,0.7702004233543818
2024-01-14 02,0.9709353052339933
2024-01-14 03,0.6076754058432797
2024-01-14 04,0.6055237122514734
2024-01-14 05,0.5314019865337313
2024-01-14 06,0.8372048332654568
2024-01-14 07,0.5657035458515043
2024-01-14 08,0.7448803677773886
2024-01-14 09,0.7699213056997142
2024-01-14 10,0.668633091505121
2024-01-14 11,0.7263490198195726
2024-01-14 12,0.7136829062714022
2024-01-14 13,0.6754202328425323
2024-01-14 14,0.6688736770408952
2024-01-14 15,0.6602331162548862
2024-01-14 16,0.6646350573948128
2024-01-14 17,0.6985244651509123
2024-01-14 18,0.6840184679909626
2024-01-14 19,0.6516078025109316
2024-01-14 20,0.6289350548558255
2024-01-14 21,0.6149357872194846
2024-01-14 22,0.5899185604224146
2024-01-14 23,0.7102746900911983
2024-01-15 00,0.6055693029841434
2024-01-15 01,0.5794754002454746
2024-01-15 02,0.7076399905742204
2024-01-15 03,0.4653308364607727
2024-01-15 04,0.8595608771279336
2024-01-15 05,0.7645729981242854
2024-01-15 06,0.7157638505788523
2024-01-15 07,0.7757645143353846
2024-01-15 08,0.7000104915776362
2024-01-15 09,0.5822252495203034
2024-01-15 10,0.679056960895321
2024-01-15 11,0.6559205170634547
2024-01-15 12,0.7166014137741116
2024-01-15 13,0.6397585135696886
2024-01-15 14,0.623687460869696
2024-01-15 15,0.6271166737718128
2024-01-15 16,0.6312452271696001
2024-01-15 17,0.6789680071951001
2024-01-15 18,0.6545466355353852
2024-01-15 19,0.6764160047192948
2024-01-15 20,0.6091969585668194
2024-01-15 21,0.6902968583091523
2024-01-15 22,0.6730370904401832
2024-01-16 00,0.6110473063825254
2024-01-16 01,0.7031226907806651
2024-01-16 02,0.636743153785753
2024-01-16 03,0.713140436676988
2024-01-16 04,0.7115038429087787
2024-01-16 05,0.8838120066640021
2024-01-16 06,0.6581111291150527
2024-01-16 07,0.7552898143481492
2024-01-16 08,0.7319047960561805
2024-01-16 09,0.6744377102314374
2024-01-16 10,0.7149621699791967
2024-01-16 11,0.5751412088917089
2024-01-16 12,0.5891142438063895
2024-01-16 13,0.5599636809936113
2024-01-16 14,0.6704167804598301
2024-01-16 15,0.6617550962070643
2024-01-16 16,0.6380521470200661
2024-01-16 17,0.646332719649489
2024-01-16 18,0.6609710893158315
2024-01-16 19,0.704411868984786
2024-01-16 20,0.641200313617511
2024-01-16 21,0.5826400348733329
2024-01-16 22,0.6683909164698715
2024-01-16 23,0.5769405130674335
2024-01-17 00,0.6689727093102571
2024-01-17 01,0.6670082169125418
2024-01-17 02,0.5241503095231721
2024-01-17 03,0.7185743178108694
2024-01-17 04,0.8291406265678898
2024-01-17 05,0.712072234856903
2024-01-17 06,0.6976486481565626
2024-01-17 07,0.6753604533485755
2024-01-17 08,0.7132563573616895
2024-01-17 09,0.6331031319246101
2024-01-17 10,0.5795065139876197
2024-01-17 11,0.6152001530334454
2024-01-17 12,0.6845579259467698
2024-01-17 13,0.45732969525684997
2024-01-17 14,0.5685349356223675
2024-01-17 15,0.5985060814270537
2024-01-17 16,0.5680829475347032
2024-01-17 17,0.5979663524833484
2024-01-17 18,0.6093005473839078
2024-01-17 19,0.5913227522405132
2024-01-17 20,0.6547837845483269
2024-01-17 21,0.6146202753488916
2024-01-17 22,0.5836762533377085
2024-01-17 23,0.6358408313476651
2024-01-18 00,0.6208329689427985
2024-01-18 01,0.5316500842087759
2024-01-18 02,0.588327056726224
2024-01-18 03,0.7385221489410574
2024-01-18 04,0.8794698182437313
2024-01-18 05,0.764001112652786
2024-01-18 06,0.7106668901939671
2024-01-18 07,0.6689313616252922
2024-01-18 08,0.6958926195584795
2024-01-18 09,0.5141498455989143
2024-01-18 10,0.5225440045530039
2024-01-18 11,0.5949192329960181
2024-01-18 12,0.5511370908259549
2024-01-18 13,0.4928277298381318
2024-01-18 14,0.5265344897234067
2024-01-18 15,0.5888985709938944
2024-01-18 16,0.6788861807393859
2024-01-18 17,0.6462412614341604
2024-01-18 18,0.7269662810807094
2024-01-18 19,0.6432237757782906
2024-01-18 20,0.6287428089534277
2024-01-18 21,0.6126179163661328
2024-01-18 22,0.67333584325612
2024-01-18 23,0.6570689618186921
2024-01-19 00,0.6795599332474273
2024-01-19 01,0.557837995644509
2024-01-19 02,0.7191172192396812
2024-01-19 03,0.733751400344613
2024-01-19 04,0.8190834389309586
2024-01-19 05,0.7132374339524246
2024-01-19 06,0.7342345097232446
2024-01-19 07,0.6605834749569041
2024-01-19 08,0.7030939718210257
2024-01-19 09,0.7171103394294729
2024-01-19 10,0.6906705261495855
2024-01-19 11,0.6725196672181036
2024-01-19 12,0.7001107143158596
2024-01-19 13,0.6962897897998359
2024-01-19 14,0.6226884624342333
2024-01-19 15,0.5987259556343187
2024-01-19 16,0.7127993019522557
2024-01-19 17,0.683153725499239
2024-01-19 18,0.6781705804812761
2024-01-19 19,0.6665492941614274
2024-01-19 20,0.6824036004446205
2024-01-19 21,0.6930121887701639
2024-01-19 22,0.6932174772037494
2024-01-19 23,0.6848152563342786
2024-01-20 00,0.6954605496910301
2024-01-20 01,0.631038940240736
2024-01-20 02,0.6245056073816133
2024-01-20 03,0.773569282195438
2024-01-20 04,0.687943395695464
2024-01-20 05,0.6907734025050476
2024-01-20 06,0.7442653440867913
2024-01-20 07,0.676524442782291
2024-01-20 08,0.7218318430433912
2024-01-20 09,0.7377118273142181
2024-01-20 10,0.7324265697019845
2024-01-20 11,0.6790827627413478
2024-01-20 12,0.7365298399990828
2024-01-20 13,0.702066145180473
2024-01-20 14,0.7597892069773013
2024-01-20 15,0.6415485314084246
2024-01-20 16,0.7823659473099946
2024-01-20 17,0.6986529336617711
2024-01-20 18,0.6845125850229158
2024-01-20 19,0.814666200710994
2024-01-20 20,0.6752903805312626
2024-01-20 21,0.6968754914258594
2024-01-20 22,0.6611566244599605
2024-01-21 00,0.570730904003183
2024-01-21 01,0.6125834384740336
2024-01-21 02,0.6476452641452803
2024-01-21 03,0.8344690864118537
2024-01-21 04,0.642898295004672
2024-01-21 05,0.5709012738411782
2024-01-21 06,0.820234610706173
2024-01-21 07,0.6406403565755507
2024-01-21 08,0.7171130466158597
2024-01-21 09,0.688159568582988
2024-01-21 10,0.6396393688155159
2024-01-21 11,0.7451731403855534
2024-01-21 12,0.6938312888819673
2024-01-21 13,0.6811312891058872
2024-01-21 14,0.7415060209439714
2024-01-21 15,0.713370988373504
2024-01-21 16,0.7542613680369517
2024-01-21 17,0.6708089258337342
2024-01-21 18,0.6789909913235477
2024-01-21 19,0.6858629233212098
2024-01-21 20,0.5101205622948084
2024-01-21 21,0.6714636003161221
2024-01-21 22,0.4680825356934285
2024-01-21 23,0.6366888343081087
2024-01-22 00,0.7460111170864987
2024-01-22 01,0.5981520157791925
2024-01-22 02,0.8656083494392623
2024-01-22 03,0.8152860391623388
2024-01-22 04,0.6955786188363804
2024-01-22 05,0.8017900415951568
2024-01-22 06,0.7682917380888589
2024-01-22 07,0.7347362510475729
2024-01-22 08,0.7719800104182428
2024-01-22 09,0.49761341336291925
2024-01-22 10,0.6218284598123386
2024-01-22 11,0.6387518168462466
2024-01-22 12,0.5876145957998049
2024-01-22 13,0.5027027784386798
2024-01-22 14,0.5405320435580198
2024-01-22 15,0.5883482501581857
2024-01-22 16,0.5909117604657613
2024-01-22 17,0.5426629594377598
2024-01-22 18,0.5281627193424843
2024-01-22 19,0.562789170238183
2024-01-22 20,0.6776260303980415
2024-01-22 21,0.5909459855093295
2024-01-22 22,0.6618106696769126
2024-01-22 23,0.6678210339767309
2024-01-23 00,0.597371845932695
2024-01-23 01,0.5539304619386389
2024-01-23 02,0.6674805369937709
2024-01-23 03,0.618998813180926
2024-01-23 04,0.6454718136715769
2024-01-23 05,0.6937832015401637
2024-01-23 06,0.7430996112121714
2024-01-23 07,0.6624455970718345
2024-01-23 08,0.6787963287799594
2024-01-23 09,0.6695251106436919
2024-01-23 10,0.6659876739500649
2024-01-23 11,0.6656070912008604
2024-01-23 12,0.6316452489330492
2024-01-23 13,0.6329004753870662
2024-01-23 14,0.6999483406195705
2024-01-23 15,0.7410894278467224
2024-01-23 16,0.5701788133998055
2024-01-23 17,0.6094597337563111
2024-01-23 18,0.6811959538526228
2024-01-23 19,0.715083661320544
2024-01-23 20,0.6299348572931709
2024-01-23 21,0.6367847918146969
2024-01-23 22,0.66033880683926
2024-01-23 23,0.6244869155156837
2024-01-24 00,0.639595047141609
2024-01-24 01,0.5508979824457629
2024-01-24 02,0.6696880414394577
2024-01-24 03,0.7730435637234409
2024-01-24 04,0.6724190452890612
2024-01-24 05,0.6741576579634458
2024-01-24 06,0.7120011891457193
2024-01-24 07,0.7338664296529445
2024-01-24 08,0.7607080597278464
2024-01-24 09,0.6919452890704046
2024-01-24 10,0.6259884896769073
2024-01-24 11,0.7100585330193606
2024-01-24 12,0.6405142053398205
2024-01-24 13,0.6319994186408644
2024-01-24 14,0.648419112256015
2024-01-24 15,0.638557210309896
2024-01-24 16,0.6841557328743723
2024-01-24 17,0.6876393168352994
2024-01-24 18,0.7191785061915292
2024-01-24 19,0.7269453627430547
2024-01-24 20,0.7036027711412799
2024-01-24 21,0.6790936623184086
2024-01-24 22,0.6648733496945237
2024-01-24 23,0.6283168585016596
2024-01-25 00,0.6467455455570221
2024-01-25 01,0.6817996112318747
2024-01-25 02,0.5354382971654645
2024-01-25 03,0.6463180100102839
2024-01-25 04,0.7920198716309106
2024-01-25 05,0.6896930277819678
2024-01-25 06,0.7389292588814225
2024-01-25 07,0.7371093632176114
2024-01-25 08,0.7221229630998263
2024-01-25 09,0.7481140294889798
2024-01-25 10,0.7057904165905061
2024-01-25 11,0.6346950695711479
2024-01-25 12,0.7188048893654231
2024-01-25 13,0.6501793189568783
2024-01-25 14,0.6347398635288374
2024-01-25 15,0.6460129072201035
2024-01-25 16,0.6452819268526282
2024-01-25 17,0.6571275034050719
2024-01-25 18,0.6006772579499661
2024-01-25 19,0.675332785940087
2024-01-25 20,0.6427647856437476
2024-01-25 21,0.6161801902786248
2024-01-25 22,0.7444820285412307
